id,lat,lng,rate_hourly
177,43.600906,-79.506769,2.0
178,43.600781,-79.501415,0.0
179,43.596987584112135,-79.52170886375427,2.0
180,43.600152,-79.50399,2.0
181,43.645959,-79.518067,3.0
182,43.626997,-79.502724,2.0
183,43.601317,-79.50531,2.0
184,43.623355,-79.519,2.0
185,43.614299,-79.489882,2.0
186,43.625584,-79.503551,2.0
187,43.645253,-79.532733,2.0
188,43.644336,-79.521886,4.0
189,43.62277398955143,-79.47673382209018,2.0
190,43.6200300180063,-79.48066664138639,2.0
191,43.61964106324865,-79.47947037616575,2.0
192,43.616982,-79.477247,2.0
193,43.61478,-79.478059,2.0
194,43.613359,-79.479926,2.0
195,43.59788642956978,-79.52111938092321,2.0
196,43.593757,-79.516468,2.0
197,43.738381,-79.56528279999998,2.0
198,43.6184744,-79.48673859999997,2.0
199,43.6267898,-79.4767453,2.0
200,43.6905916,-79.32750320000002,4.0
201,43.703909,-79.374332,2.5
202,43.687441,-79.4903,2.0
203,43.690343,-79.472383,2.0
204,43.649119,-79.486397,2.0
205,43.648894,-79.486663,2.0
206,43.700241,-79.428223,2.0
207,43.668423,-79.486953,0.0
208,43.67789,-79.506555,2.0
209,43.686611,-79.446806,2.0
210,43.686479,-79.43819,2.0
211,43.688069,-79.439317,2.0
212,43.682507,-79.463983,2.0
213,43.695951,-79.451795,2.0
214,43.697588,-79.440712,2.0
215,43.690203,-79.477919,4.0
216,43.690792,-79.478585,4.0
217,43.6866,-79.446383,2.0
218,43.689981,-79.475222,2.0
219,43.7013911,-79.51381889999999,2.0
220,43.775378,-79.250093,2.0
221,43.68177,-79.281496,2.0
222,43.70664,-79.235437,3.0
223,43.707446,-79.234632,3.0
224,43.712603,-79.230051,3.0
225,43.789429,-79.238387,4.0
226,43.789507,-79.237915,5.0
227,43.744476,-79.299188,2.0
228,43.77458,-79.251359,2.0
229,43.772181,-79.256377,2.0
230,43.636572,-79.534117,0.0
231,43.644181,-79.526188,0.0
232,43.646774,-79.522862,0.0
233,43.655818,-79.457159,0.0
234,43.733662,-79.447117,0.0
235,43.736244,-79.449177,0.0
236,43.782032,-79.416368,0.0
237,43.782319,-79.415907,0.0
238,43.770058,-79.367484,0.0
239,43.775815,-79.346707,0.0
240,43.766793,-79.276394,0.0
241,43.750477,-79.270269,0.0
242,43.731844,-79.263471,0.0
243,43.715522,-79.28131,0.0
244,43.710032,-79.27979,0.0
245,43.693563,-79.289052,0.0
246,43.734117,-79.263977,0.0
247,43.747011,-79.459006,0.0
248,43.733843,-79.452436,0.0
249,43.642473,-79.52754,0.0
250,43.7655225,-79.491758,3.0
251,43.77789920000001,-79.51116350000001,0.0
252,43.7822568,-79.52193399999999,5.0
253,43.7924791844875,-79.1447873015202,0.0
254,43.7877827155571,-79.2751862118817,0.0
255,43.7394116555141,-79.5818486224219,0.0
256,43.6381423188339,-79.4231327178795,0.0
257,43.6615560937226,-79.3748943065984,0.0
258,43.7708434030403,-79.4715200921448,0.0
259,43.7704792397157,-79.4710779813655,0.0
260,43.7052204380353,-79.4867933724,0.0
261,43.707395527417,-79.4814480057931,0.0
262,43.6134565620656,-79.4885936194786,0.0
263,43.7324055708181,-79.4656049290217,0.0
264,43.7130686133737,-79.3284942696053,0.0
265,43.6608647818785,-79.4739815870084,0.0
266,43.7807886314509,-79.4470885304013,0.0
267,43.7389865977948,-79.4221847486806,0.0
268,43.6598464035534,-79.3114572714395,0.0
269,43.6704372734058,-79.2861626304491,0.0
270,43.7430039252142,-79.3691582565531,0.0
271,43.7208388242785,-79.4319270531753,0.0
272,43.7292305304295,-79.4433493082291,0.0
273,43.788275139062,-79.3932770065695,0.0
274,43.7727196036147,-79.3890201271685,0.0
275,43.7846056640747,-79.3606854206441,0.0
276,43.7210952698518,-79.4656252172832,0.0
277,43.8020917130779,-79.2204861007748,0.0
278,43.5920488743426,-79.5268899254658,0.0
279,43.5924266355387,-79.5274074910713,0.0
280,43.695769065706,-79.262371447821,0.0
281,43.6946409377252,-79.261751022436,0.0
282,43.7702639284733,-79.2927450610288,0.0
283,43.7703869773324,-79.2920805945903,0.0
284,43.7686148920218,-79.264124172216,0.0
285,43.7685310023984,-79.2636869756717,0.0
286,43.7689887705999,-79.2644779925906,0.0
287,43.7614654592802,-79.2592957983296,0.0
288,43.6823443917473,-79.2805077480891,0.0
289,43.7449479239744,-79.5563455530346,0.0
290,43.7132341954173,-79.2282446806026,0.0
291,43.7123698910866,-79.2343905091928,0.0
292,43.7059156577948,-79.2322789279425,0.0
293,43.707173000505,-79.2344999827331,0.0
294,43.7066736123528,-79.2358838106595,0.0
295,43.7452701062491,-79.3509595367013,0.0
296,43.6557206841609,-79.3431626237552,0.0
297,43.6563295308317,-79.3443166919273,0.0
298,43.6558315147054,-79.3423726436495,0.0
299,43.777462894589,-79.210209842135,0.0
300,43.7314869370638,-79.2455709769983,0.0
301,43.7461912953686,-79.3227478619279,0.0
302,43.7458612615314,-79.323092605267,0.0
303,43.6373019728985,-79.4511064654614,0.0
304,43.6366925316587,-79.4468165517767,0.0
305,43.7009775057487,-79.2847540944591,0.0
306,43.7142267010468,-79.4658253144254,0.0
307,43.685140182478,-79.5064582026188,0.0
308,43.7546362108511,-79.3181552266633,0.0
309,43.755653792274,-79.228155333423,0.0
310,43.7580327672696,-79.2082019935388,0.0
311,43.6914049607085,-79.4311420816518,0.0
312,43.6546006243346,-79.5945806637185,0.0
313,43.6537715958102,-79.5855212200294,0.0
314,43.6489272537005,-79.5957933023437,0.0
315,43.649686866098,-79.5905039656636,0.0
316,43.6487153107653,-79.58744367493,0.0
317,43.6541264029505,-79.5833269974024,0.0
318,43.6536760438135,-79.5933470392479,0.0
319,43.6589918236566,-79.5923067121389,0.0
320,43.650743231935,-79.5839300519019,0.0
321,43.6522138190379,-79.5832178567985,0.0
322,43.6567325021258,-79.5870460547403,0.0
323,43.6554697501719,-79.585353170426,0.0
324,43.6550826844467,-79.5848845347613,0.0
325,43.6498580165074,-79.5889856371681,0.0
326,43.7387950539051,-79.3295457848831,0.0
327,43.6369756465899,-79.3450072917615,0.0
328,43.6384237106326,-79.3425552359836,0.0
329,43.6402494274593,-79.3424133020543,0.0
330,43.6649846972739,-79.422549460422,0.0
331,43.7151123684865,-79.28653872652,0.0
332,43.6331889732041,-79.5450648103103,0.0
333,43.7773720278975,-79.1644963732653,0.0
334,43.7796552223076,-79.1762277479934,0.0
335,43.5959927376492,-79.5120529065751,0.0
336,43.5960677530965,-79.5113995299747,0.0
337,43.5920756802102,-79.5134334121964,0.0
338,43.7952474602334,-79.2672260015025,0.0
339,43.7743839683927,-79.2349943159292,0.0
340,43.7743282438212,-79.2355478633174,0.0
341,43.6160145907673,-79.4994743330933,0.0
342,43.6342984395929,-79.4044194887713,0.0
343,43.69041621423,-79.4776917152325,0.0
344,43.6916371311669,-79.4789530965064,0.0
345,43.6925045568205,-79.3301001986079,0.0
346,43.7994684469447,-79.3709924241819,0.0
347,43.687791085482,-79.3878399267793,0.0
348,43.6421622945551,-79.5667636604915,0.0
349,43.6950117423475,-79.2890890826524,0.0
350,43.7589312378052,-79.5050430926961,0.0
351,43.6922308821853,-79.3351988337012,0.0
352,43.7325182095817,-79.2614982223775,0.0
353,43.6012171228666,-79.5214098134985,0.0
354,43.7479597090219,-79.4085769469372,0.0
355,43.7449460238946,-79.4084972399308,0.0
356,43.7354096167484,-79.4968025492829,0.0
357,43.7417893469109,-79.4961355372813,0.0
358,43.7395444662204,-79.4938924778602,0.0
359,43.7420576075557,-79.4963457295865,0.0
360,43.7322950226888,-79.5106761908086,0.0
361,43.7415760989098,-79.4962638689852,0.0
362,43.7361668676819,-79.5020445185738,0.0
363,43.7194008960937,-79.5125597382697,0.0
364,43.7162849229354,-79.3502693935337,0.0
365,43.703146809041,-79.3379353477705,0.0
366,43.7043478754768,-79.3336384475078,0.0
367,43.7057324291457,-79.3351114872029,0.0
368,43.7077299790177,-79.3368618118272,0.0
369,43.7039345768338,-79.3334890836345,0.0
370,43.7508571953224,-79.4339395533481,0.0
371,43.7517013667479,-79.4319114182422,0.0
372,43.7567043447706,-79.4301322652525,0.0
373,43.7543358555518,-79.4351791177491,0.0
374,43.7521675149146,-79.4350249588639,0.0
375,43.6752800401253,-79.4532339501301,0.0
376,43.6754000304268,-79.4521021553359,0.0
377,43.6723101899774,-79.4495285385756,0.0
378,43.7722114479503,-79.3653753083909,0.0
379,43.6413647034051,-79.5573281515242,0.0
380,43.7609885982219,-79.1625537719094,0.0
381,43.7632919351252,-79.1519287773073,0.0
382,43.6853550539149,-79.2985368670806,0.0
383,43.6921435016445,-79.3493993262094,0.0
384,43.6966767635383,-79.3127652453124,0.0
385,43.7655288633371,-79.5182373639874,0.0
386,43.7765344891315,-79.4259894205255,0.0
387,43.7336942233314,-79.3573324116119,0.0
388,43.686106304276,-79.5046564463948,0.0
389,43.6847776553899,-79.4951661242173,0.0
390,43.7059649849856,-79.4039084226439,0.0
391,43.7075179252914,-79.4045446896689,0.0
392,43.7606924637903,-79.2984538530697,0.0
393,43.7702692780065,-79.5237708786471,0.0
394,43.7532668521659,-79.54585772626,0.0
395,43.7272666215213,-79.5791596377573,0.0
396,43.6522598736489,-79.4909608318637,0.0
397,43.6049511299191,-79.5572494596131,0.0
398,43.6926365750364,-79.4482219509727,0.0
399,43.6907087544283,-79.4477661727546,0.0
400,43.7165603392886,-79.5035298121554,0.0
401,43.7639965220014,-79.3266366629944,0.0
402,43.6876010722776,-79.4969778018522,0.0
403,43.7330823637425,-79.6177210175333,0.0
404,43.7208774606312,-79.591397077123,0.0
405,43.713232616719,-79.334641204082,0.0
406,43.7138123373881,-79.3263143150335,0.0
407,43.7172095671848,-79.3322460591309,0.0
408,43.7618003747887,-79.4996970238316,0.0
409,43.6040374349817,-79.5381956130173,0.0
410,43.7780932594047,-79.4671186687518,0.0
411,43.776614740811,-79.4625648169417,0.0
412,43.7804470727446,-79.4652452207445,0.0
413,43.7745163754369,-79.4675747256157,0.0
414,43.7704245915143,-79.4614432905181,0.0
415,43.7795306479136,-79.4643491365287,0.0
416,43.777011161955,-79.4626311429575,0.0
417,43.7796587289923,-79.4637393726059,0.0
418,43.7574018485842,-79.1937444439328,0.0
419,43.6382001513151,-79.4053142139057,0.0
420,43.7551709722241,-79.5949229420942,0.0
421,43.6617171670501,-79.556921593734,0.0
422,43.7082368686907,-79.4559908471458,0.0
423,43.7081543027689,-79.4564341889775,0.0
424,43.8242574396007,-79.278320297606,0.0
425,43.8237126670062,-79.2788928724341,0.0
426,43.7474991686249,-79.5657103475064,0.0
427,43.7472178960794,-79.567104555673,0.0
428,43.7911341548492,-79.4216684520863,0.0
429,43.7524526260608,-79.4908396536581,0.0
430,43.751447901894,-79.4903498107761,0.0
431,43.748992471862,-79.1898013279774,0.0
432,43.7471499433137,-79.5393337487842,0.0
433,43.6512722411769,-79.3909174086614,0.0
434,43.781543100389,-79.4187499950289,0.0
435,43.7743413641983,-79.4505069719283,0.0
436,43.76974069223,-79.1782464207596,0.0
437,43.7688861030799,-79.1761583817749,0.0
438,43.65175123949,-79.4648557934516,0.0
439,43.6470183405156,-79.4649366745634,0.0
440,43.6494694351486,-79.4649636047352,0.0
441,43.6513705874224,-79.464678516552,0.0
442,43.6489735882606,-79.4650948208815,0.0
443,43.6489858784691,-79.4649022251942,0.0
444,43.640937948032,-79.4609022852895,0.0
445,43.6426609387664,-79.4597689354361,0.0
446,43.6429871561368,-79.4592753118581,0.0
447,43.6402543880589,-79.4548382174265,0.0
448,43.6516653911238,-79.4659059463329,0.0
449,43.6506952881486,-79.466933200428,0.0
450,43.6504792841629,-79.4647107571627,0.0
451,43.6483794593505,-79.4650767104818,0.0
452,43.6506528858935,-79.4649063136346,0.0
453,43.6453455286088,-79.4666988322286,0.0
454,43.6457525642879,-79.4653373342593,0.0
455,43.6441023984255,-79.4610496295744,0.0
456,43.6438713883742,-79.461967517061,0.0
457,43.6509407719828,-79.466845050611,0.0
458,43.7029845815007,-79.2562620893407,0.0
459,43.7622721029373,-79.4391754962692,0.0
460,43.7626534983774,-79.4393082135093,0.0
461,43.6061420425178,-79.5267029985287,0.0
462,43.6221302275284,-79.4766420741226,0.0
463,43.6196589670274,-79.479421603679,0.0
464,43.6170670324798,-79.4770010169864,0.0
465,43.6148116444427,-79.477981511695,0.0
466,43.6203861233453,-79.4805587841208,0.0
467,43.6200955599145,-79.4801506412466,0.0
468,43.7339614837003,-79.5395952935023,0.0
469,43.7230576016863,-79.5453556516163,0.0
470,43.7269822464963,-79.5466966715794,0.0
471,43.6639130671963,-79.5250561443008,0.0
472,43.7278777614983,-79.620538046433,0.0
473,43.8036457670033,-79.2687996290674,0.0
474,43.7482125785386,-79.3828986084322,0.0
475,43.7616189014865,-79.4560852812946,0.0
476,43.6477584537631,-79.5303589856154,0.0
477,43.7425657028833,-79.2715675930523,0.0
478,43.6708374559642,-79.5172004931895,0.0
479,43.6310386332859,-79.4955596986474,0.0
480,43.7031527720271,-79.3429465571451,0.0
481,43.6601593860379,-79.3448841806835,0.0
482,43.6876349705642,-79.4800938829281,0.0
483,43.6421783934941,-79.4909344031159,0.0
484,43.6492740727756,-79.4926324655843,0.0
485,43.650102270881,-79.4922653561361,0.0
486,43.6087465215238,-79.5208523533035,0.0
487,43.7436780722112,-79.2508757173534,0.0
488,43.8076988944576,-79.3095468229221,0.0
489,43.8121811568388,-79.3034554194827,0.0
490,43.8103490456773,-79.3045040287778,0.0
491,43.8118400702114,-79.3040737168135,0.0
492,43.8060522237809,-79.3035822516893,0.0
493,43.8030151225649,-79.3040014907085,0.0
494,43.8071404826362,-79.3099802131183,0.0
495,43.8065449491776,-79.3096297234968,0.0
496,43.8061809109781,-79.3089543156057,0.0
497,43.8023676292937,-79.3049103256631,0.0
498,43.632853476628,-79.4378068817756,0.0
499,43.6647556014886,-79.5065842139612,0.0
500,43.7181624285749,-79.4426877377734,0.0
501,43.7183180452587,-79.4419631872247,0.0
502,43.7199482380068,-79.3978152160594,0.0
503,43.7025622895432,-79.3609013529173,0.0
504,43.7025427367039,-79.3503247910137,0.0
505,43.7271609585623,-79.4246534847611,0.0
506,43.6870334111529,-79.3005974516815,0.0
507,43.8040595014925,-79.2303766194668,0.0
508,43.8090518576843,-79.216784057571,0.0
509,43.5869605324385,-79.5469189098441,0.0
510,43.5864942172651,-79.5426427044139,0.0
511,43.5851435742491,-79.5424425449997,0.0
512,43.7516522017934,-79.3070440665745,0.0
513,43.7340759799849,-79.5891656345592,0.0
514,43.6475121894636,-79.4340090411644,0.0
515,43.7803843450964,-79.266811140412,0.0
516,43.7478907840755,-79.2813004060104,0.0
517,43.7480993436686,-79.2800085475619,0.0
518,43.7474556792001,-79.2796278720525,0.0
519,43.7040700494178,-79.4195607929124,0.0
520,43.8292499640883,-79.2738418293324,0.0
521,43.8305524158169,-79.2707651238335,0.0
522,43.7743598551758,-79.4092981909577,0.0
523,43.7749371921732,-79.407867742432,0.0
524,43.7325180512846,-79.3333272789702,0.0
525,43.7792759618632,-79.195512912898,0.0
526,43.7780569841083,-79.2009201556499,0.0
527,43.7791498683087,-79.1931106181613,0.0
528,43.7777872710709,-79.1920550108255,0.0
529,43.6547497448117,-79.3700940045127,0.0
530,43.6876930919357,-79.4899205742877,0.0
531,43.8180847722605,-79.258069064652,0.0
532,43.6296227959773,-79.5667774131002,0.0
533,43.8134371192398,-79.225807214227,0.0
534,43.8144838562612,-79.225612008255,0.0
535,43.6010463585027,-79.5011722374936,0.0
536,43.6344252123597,-79.5172295645465,0.0
537,43.7515814597339,-79.5851268643894,0.0
538,43.7139745687348,-79.3165333543496,0.0
539,43.7120168766873,-79.3175491504352,0.0
540,43.7128248618649,-79.3171159657133,0.0
541,43.7132430161786,-79.3166263979682,0.0
542,43.713433025658,-79.316468217842,0.0
543,43.7451698607989,-79.5001483316133,0.0
544,43.7454185893043,-79.500779655517,0.0
545,43.7463900807723,-79.4975230864372,0.0
546,43.7478908706717,-79.5138457512673,0.0
547,43.6944029839523,-79.2836702396019,0.0
548,43.7818891377293,-79.3516627328158,0.0
549,43.7683165848515,-79.3653662384636,0.0
550,43.7208667886013,-79.410378166115,0.0
551,43.6151912687078,-79.5080189729888,0.0
552,43.6389128708417,-79.4951168979835,0.0
553,43.7176685365815,-79.3010204311244,0.0
554,43.7143664620568,-79.5191581692828,0.0
555,43.7140868850145,-79.5405397707632,0.0
556,43.7115974172167,-79.5487441259772,0.0
557,43.7130890018664,-79.5429395470495,0.0
558,43.7795331679043,-79.1394061000167,0.0
559,43.69709138126,-79.2842946192348,0.0
560,43.5984525395009,-79.4988019513346,0.0
561,43.6263380050266,-79.5054811031475,0.0
562,43.6768236431664,-79.390377136212,0.0
563,43.6965430352662,-79.5146525250947,0.0
564,43.6438292941372,-79.4740249032574,0.0
565,43.7287151145721,-79.5693319554643,0.0
566,43.6996331845425,-79.5241289029574,0.0
567,43.6755938278908,-79.4854469596805,0.0
568,43.7856380648571,-79.4530599276623,0.0
569,43.7286043337891,-79.4921155318134,0.0
570,43.7859123273834,-79.2973080796253,0.0
571,43.7935376267012,-79.2335474096856,0.0
572,43.6970474590556,-79.2562996598631,0.0
573,43.5941598772166,-79.5053093351163,0.0
574,43.5952738393617,-79.5068085937735,0.0
575,43.7560248000705,-79.5834926633362,0.0
576,43.751750669119,-79.5772936868966,0.0
577,43.7482130452746,-79.5710632927162,0.0
578,43.7528868497697,-79.6050587169425,0.0
579,43.6685102787141,-79.4765238812931,0.0
580,43.6514111136374,-79.4052794546463,0.0
581,43.6991414006595,-79.2507340018,0.0
582,43.7472271103877,-79.2134463438647,0.0
583,43.7406967506383,-79.2165887080031,0.0
584,43.6714312192463,-79.5141135177638,0.0
585,43.6735531748517,-79.5136300907748,0.0
586,43.6774568089405,-79.5106196013986,0.0
587,43.6780187539788,-79.5100745507263,0.0
588,43.6835391068378,-79.4994493739621,0.0
589,43.7942789914775,-79.3512059382662,0.0
590,43.7878570127887,-79.2100042367516,0.0
591,43.7874006204921,-79.2101064084325,0.0
592,43.7159790855572,-79.3905038904004,0.0
593,43.6818155155378,-79.5448641433634,0.0
594,43.6342346668035,-79.5506499591271,0.0
595,43.6022229796584,-79.5470602593456,0.0
596,43.6350675977602,-79.467142765755,0.0
597,43.634365476433,-79.4685369144103,0.0
598,43.6369733203167,-79.4621854778915,0.0
599,43.748332093203,-79.5969358634211,0.0
600,43.675016601593,-79.4987653782123,0.0
601,43.6750217034539,-79.4972739815076,0.0
602,43.6974670615491,-79.3157313154814,0.0
603,43.7426978797965,-79.5152396784367,0.0
604,43.7867260333631,-79.3018928860201,0.0
605,43.7868948755634,-79.3014146536156,0.0
606,43.7298348374503,-79.550208516349,0.0
607,43.7279605196233,-79.5525374472843,0.0
608,43.7191946139544,-79.3509216221785,0.0
609,43.7207153172958,-79.3592722797064,0.0
610,43.7235978594858,-79.3653377370578,0.0
611,43.7232700682082,-79.3628282461786,0.0
612,43.7251650068685,-79.3594083558907,0.0
613,43.7244828186816,-79.3601587709173,0.0
614,43.7200948236269,-79.3550193987435,0.0
615,43.7243842535368,-79.3534785705663,0.0
616,43.7241536819386,-79.5778826874645,0.0
617,43.7983744113661,-79.151656973907,0.0
618,43.7908343098362,-79.1983233791368,0.0
619,43.7913571125837,-79.1995357253115,0.0
620,43.7870113255846,-79.2999991159729,0.0
621,43.7866527448373,-79.3003097411876,0.0
622,43.696956145145,-79.2990545227639,0.0
623,43.6998868554375,-79.3132387067554,0.0
624,43.7012996603561,-79.331909247767,0.0
625,43.6978598551499,-79.2966244050286,0.0
626,43.7223796649736,-79.5533237866016,0.0
627,43.635868097778,-79.4078460418746,0.0
628,43.7354049612886,-79.5628913171584,0.0
629,43.7351293672799,-79.5617117225414,0.0
630,43.7581628933464,-79.2559770817403,0.0
631,43.758169980565,-79.255082021076,0.0
632,43.7587946891284,-79.2551366049491,0.0
633,43.6847521031527,-79.3600723450851,0.0
634,43.6489665894008,-79.5198075920193,0.0
635,43.6460544046093,-79.5182429474222,0.0
636,43.6317354245693,-79.4101084751387,0.0
637,43.6330199114887,-79.4089624466067,0.0
638,43.6405154662805,-79.3745932070179,0.0
639,43.7059619893124,-79.3679502899522,0.0
640,43.6462976449405,-79.4153110927944,0.0
641,43.6944326355053,-79.5341737171909,0.0
642,43.7874018018208,-79.3364693789055,0.0
643,43.6711430214077,-79.4154836930002,0.0
644,43.7233835214282,-79.315964500976,0.0
645,43.7074985759273,-79.4375594683596,0.0
646,43.6989294227524,-79.2831173567496,0.0
647,43.6450110506877,-79.5473419087347,0.0
648,43.726075955902,-79.5709863009814,0.0
649,43.6614111360347,-79.5581309863415,0.0
650,43.6633354155758,-79.5585590240492,0.0
651,43.727461863704,-79.55356214553,0.0
652,43.7918343377395,-79.125748588514,0.0
653,43.6982776559218,-79.5190025986134,0.0
654,43.6986025596645,-79.5174278155121,0.0
655,43.6882302233167,-79.5416256119935,0.0
656,43.73364378318,-79.2974278112541,0.0
657,43.7589574299948,-79.5717808953673,0.0
658,43.602630787054,-79.5223686321629,0.0
659,43.7658327240462,-79.4083975782467,0.0
660,43.7696162307164,-79.3153477649206,0.0
661,43.6633189030861,-79.3086144392198,0.0
662,43.6627340511553,-79.311290992215,0.0
